GmlId,COD_EMERGE,DES_EMERGE,FEC_EMERGE,DES_FENOME,DES_NOTA,DES_FUENTE,DES_GRUPO_,COD_PROV,COD_DIST,DES_JUSTIF,IND_TERMIN,DES_DANO,COD_GRUPO_,COD_FENOME,COD_USUARI,FEC_REGIST,MES_REGIST,LOCALIDAD,EDANOS,AHUMANITAR,DES_DPTO,DES_PROV,DES_DIST,COD_DPTO,NUM_ORDER,DES_IMAGEP,FEC_TERMIN,FEC_USUARI,NUM_POSX,NUM_POSY,IND_INC,Shape
SDE.Emergencias_2018.1819,"00093353","DESLIZAMIENTOS EN ZONA DE BOCATOMA Y HUAYCOS EN KM 3050 DEL CANAL ACOPICHA","2018-04-03 18:20:00","DERRUMBE"," ","MARIANA ROSAURA CALIXTRO BAUTISTA","GEODINAMICA EXTERNA","07","25"," ","0","DESLIZAMIENTOS EN LA ZONA DE BOCATOMAY HUAYCOS Y DERRUMBES EN LA QUEBRADA CHICLLA, KM 3+050 DEL CANAL ACOPICHA","02","005","CDDCSPHUANCAY02",2018-04-24T00:00:00,4,1,3,0,"LIMA","HUAROCHIRI","SAN P. DE HUANCAYRE","15",9,"derrumbecerro.bmp",,2018-04-24T00:00:00,-76.21598,-12.13541,90693,"POINT (-76.21598 -12.13540999999998)"
SDE.Emergencias_2018.1820,"00092981","HUAYCO A CONSECUENCIA DE LAS FUERTES Y CONSTANTES LLUVIAS","2018-04-03 19:00:00","HUAYCO"," ","SECRETARIO TÈCNICO DEL DSITRITO DE RÌO NEGRO","GEODINAMICA EXTERNA","06","07"," ","0","A causa del precitado huayco, arrasò 02 viviendas e hizo colapsar 08 viviendas, dejàndolas inhabitables.","02","007","CPDCSATIPO02",2018-04-05T00:00:00,4,1,4,0,"JUNIN","SATIPO","RIO NEGRO","12",11,"huayco.bmp",,2018-04-05T00:00:00,-74.7962,-11.11272,90320,"POINT (-74.7962 -11.11272000000002)"
SDE.Emergencias_2018.1821,"00092982","HUAYCO A CONSECUENCIA DE LAS FUERTES Y CONSTANTES LLUVIAS","2018-04-03 19:00:00","HUAYCO"," ","SECRETARIO TÈCNICO DEL DSITRITO DE RÌO NEGRO","GEODINAMICA EXTERNA","06","07"," ","0","A causa del precitado huayco, arrasò 02 viviendas e hizo colapsar 08 viviendas, dejàndolas inhabitables.","02","007","CPDCSATIPO02",2018-04-05T00:00:00,4,1,4,14,"JUNIN","SATIPO","RIO NEGRO","12",11,"huayco.bmp",,2018-04-05T00:00:00,-74.7962,-11.11272,90321,"POINT (-74.7962 -11.11272000000002)"
SDE.Emergencias_2018.1822,"00092999","INTENSAS LLUVIAS OCASIONA DESLIZAMIENTO DE TALUD AFECTANDO VIVIENDA","2018-04-03 19:30:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DISTRITAL","METEOROLOGICOS, OCEANOGRAFICOS","01","03"," ","0","05 PERSONAS AFECTADAS, 01 VIVIENDA AFECTADA.","03","004","CRDCPASCO04",2018-04-06T00:00:00,4,1,3,1,"PASCO","PASCO","HUARIACA","19",17,"lluviaIntensa.bmp",,2018-04-06T00:00:00,-76.19122,-10.44573,90338,"POINT (-76.19121999999999 -10.44573000000003)"
SDE.Emergencias_2018.1930,"00093060","VIENTOS FUERTES AFECTAN VIVIENDAS EN EL SECTOR UÑA DE GATO","2018-04-09 12:30:00","VIENTOS FUERTES"," ","JEFE DEFENSA CIVIL DISTRITAL PAPAYAL","METEOROLOGICOS, OCEANOGRAFICOS","03","04","CERRADO POR : COEN-17 POR : SE CIERRA LA EMEERGENCIA A SOLICITUD DEL COER TUMBES","1","AFECTACIÓN TOTAL DE LA COBERTURA DE TECHO DE 05 VIVIENDAS - 03 VIVIENDAS EN EL BARRIO LA GARITA Y 02 VIVIENDAS EN EL BARRIO LAS MERCEDES, SUMANDO UN TOTAL DE 14 PERSONAS AFECTADAS CON DICHO FENOMENO","03","010","CDDCPAPAYAL02",2018-04-09T00:00:00,4,1,2,2,"TUMBES","ZARUMILLA","PAPAYAL","24",23,"vientofuerte.bmp",2018-05-09T00:00:00,2018-04-09T00:00:00,-80.2326,-3.56984,90400,"POINT (-80.23259999999999 -3.569839999999999)"
SDE.Emergencias_2018.1931,"00093212","CAMBIO DE CAUSE DEL RIÓ UCAYALI AFECTA LOCALIDAD DE YURACOCHA EN EL DISTRITO DE REQUENA","2018-04-09 13:00:00","EROSION"," ","PLATAFORMA PROVINCIAL DE DEFENSA CIVIL","GEODINAMICA EXTERNA","05","01"," ","0","DAÑOS MATERIALES: 04 VIVIENDAS COLAPSADAS DAMNIFICADAS, 04 VIVIENDAS AFECTADAS, 01 II.EE. N° 570  PRÓXIMO A SER AFECTADA.
DAÑOS PERSONALES: 04 FAMILIAS DAMNIFICADAS, 04 FAMILIAS AFECTADAS, 16 PERSONAS DAMNIFICADAS Y 18 PERSONAS AFECTADAS.
","02","010","CPDCREQUENA-R03",2018-04-16T00:00:00,4,1,4,4,"LORETO","REQUENA","REQUENA","16",0," ",,2018-04-16T00:00:00,-73.97125,-5.0182,90552,"POINT (-73.97125 -5.018199999999979)"
SDE.Emergencias_2018.1932,"00093120","INTENSAS LLUVIAS CAUSA DESLIZAMIENTO DE TERRENO EN EL CASERIO DE PACCHA","2018-04-09 14:00:00","PRECIPITACIONES - LLUVIA"," ","OMAR MIÑANO VERA","METEOROLOGICOS, OCEANOGRAFICOS","10","03"," ","0","SE CUENTA CON 12 VIVIENDAS AFECTADAS, CON TECHOS DETERIORADOS Y MUROS HUMEDOS CON PEQUEÑAS INUNDIACIONES DE TERRENOS. ASI MISMO
SE PRODUJO EL DERRUMBE DE TALUD DE CAMINOS Y TROCHAS, DEJANDO CON EL TRANSITO VEHICULAR Y PEATONAL EN PELIGRO E INTRANSITABL","03","004","CDDCCACHICADAN02",2018-04-11T00:00:00,4,0,0,0,"LA LIBERTAD","STGO. DE CHUCO","CACHICADAN","13",17,"lluviaIntensa.bmp",,2018-04-11T00:00:00,-78.12126,-8.0846,90460,"POINT (-78.12126000000001 -8.084600000000023)"
SDE.Emergencias_2018.1933,"00093119","INTENSAS LLUVIAS CAUSA DESLIZAMIENTO DE TERRENO EN EL CASERIO DE LA VICTORIA","2018-04-09 14:30:00","PRECIPITACIONES - LLUVIA"," ","YONI QUISPE ROJAS","METEOROLOGICOS, OCEANOGRAFICOS","10","03"," ","0","SE CUENTA CON 18 VIVIENDAS AFECTADAS, CON TECHOS DETERIORADOS Y COLAPSO PARCIAL DE 01 VIVIENDA. ASI MISMO SE PRODUJO EL COLAPSO PARCIAL DE PONTON Y ASENTAMIENTO DE CAMINOS Y TROCHAS,
DEJANDO CON EL TRANSITO VEHICULAR Y PEATONAL EN PELIGRO.","03","004","CDDCCACHICADAN02",2018-04-11T00:00:00,4,0,0,0,"LA LIBERTAD","STGO. DE CHUCO","CACHICADAN","13",17,"lluviaIntensa.bmp",,2018-04-11T00:00:00,-78.12957,-8.05356,90459,"POINT (-78.12957 -8.053560000000005)"
SDE.Emergencias_2018.1934,"00093532","INTENSAS LLUVIAS EN LA LOCALIDAD DE CASTROVIRREYNA","2018-04-09 15:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DEFENSA CIVIL Y LAS AUTORIDADES DE LA ZONA","METEOROLOGICOS, OCEANOGRAFICOS","04","01"," ","0","ARRAZAN 200 M.L DE DESPERDICIOS EN EL RIO FLORIDO","03","004","CPDCCASTROVIR02",2018-05-08T00:00:00,5,0,0,0,"HUANCAVELICA","CASTROVIRREYNA","CASTROVIRREYNA","09",17,"lluviaIntensa.bmp",,2018-05-08T00:00:00,-75.32089,-13.28484,90991,"POINT (-75.32089000000002 -13.28483999999997)"
SDE.Emergencias_2018.1935,"00093418","FUERTES PRECIPITACIONES PLUVIALES EN EL DISTRITO DE OCORURO","2018-04-09 16:30:00","PRECIPITACIONES - LLUVIA"," ","AUTORIDADES COMUNALES","METEOROLOGICOS, OCEANOGRAFICOS","08","04"," ","0","- 03 TRAMOS (150 ML) DE CAMINOS RURALES AFECTADOS
- 02 TRAMOS (300 ML) DE CARRETERAS AFECTADAS
- 04 HAS DE AREAS DE CULTIVO AFECTADOS","03","004","CRDCCUSCO02",2018-04-27T00:00:00,4,1,3,10,"CUSCO","ESPINAR","OCORURO","08",17,"lluviaIntensa.bmp",,2018-04-27T00:00:00,-71.13246,-15.05346,90758,"POINT (-71.13245999999998 -15.05345999999997)"
SDE.Emergencias_2018.1936,"00093183","SE REGISTRO LLUVIAS INTENSAS EN LA COMUNIDAD DE HUARATACA  TALAVERA","2018-04-09 17:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DE LA MUNICIPALIDAD DISTRITAL DE TALAVERA","METEOROLOGICOS, OCEANOGRAFICOS","02","16","CERRADO POR : COEN-17 POR : SE CIERRA LA EMEGENCIA A SOLICITUD DEL COEP ANDAHYALAS","1","02 VIVIENDAS COLAPSADAS, 08 VIVIENDAS PRESENTAN FISURAS GRAVES , DEJANDO A 10 FAMILIAS DAMINIFICADAS A LA INTEMPERIE","03","004","CPDCANDAHUAYLAS03",2018-04-13T00:00:00,4,1,2,13,"APURIMAC","ANDAHUAYLAS","TALAVERA","03",17,"lluviaIntensa.bmp",2018-05-08T00:00:00,2018-04-13T00:00:00,-73.44668,-13.51703,90523,"POINT (-73.44668000000002 -13.51702999999998)"
SDE.Emergencias_2018.1709,"00092834","INCENDIO URBANO","2018-03-28 08:55:00","INCENDIO URBANO"," ","CENTRO DE OPERACIONES DE EMERGENCIA METROPOLITANO","TECNOLOGICOS","01","01"," ","0","EL INCENDIO OCACIONO LA PERDIDA DE LOS ENCERES, CAMAS, ROPEROS Y OTRO,
EL FUEGO CONSUMIO TRES HABITACIONES EN EL SEGUNDO PISO. EL TECHO ES DE MATERIAL PRECARIO.","05","011","CPDCLIMA03",2018-03-28T00:00:00,3,1,1,0,"LIMA","LIMA","LIMA","15",40,"incendiourbano.bmp",,2018-03-28T00:00:00,-77.0323,-12.04668,90172,"POINT (-77.03230000000002 -12.04667999999998)"
SDE.Emergencias_2018.1710,"00092831","DESLIZAMIENTO DE CARRETERA NACIONAL 32 A QUE COMUNICA LAS PROVINCIAS DE CANGALLO Y FAJARDO","2018-03-28 10:00:00","DESLIZAMIENTO"," ","ST DEFENSA CIVIL DE VICTOR FAJARDO VLADIMIR ROMANI CHILLCCE","GEODINAMICA EXTERNA","10","01"," ","0","Del mismo modo se originó un huayco que produjo un embalse e hizo que terrenos de cultivo en aproximadamente 500 metros se deslicen hacia el río Pampas, debido a esto existe la probabilidad de que las comunidades de San José y Pitahua hayan sido afect","02","006","CRDCAYACUCHO03",2018-03-28T00:00:00,3,2,2,0,"AYACUCHO","VICTOR FAJARDO","HUANCAPI","05",10,"deslizamiento.bmp",,2018-03-28T00:00:00,-74.06697,-13.75282,90169,"POINT (-74.06697000000003 -13.75281999999999)"
SDE.Emergencias_2018.1711,"00092883","VIVIENDAS EN PELIGRO INMINENTE DE COLAPSAR EN EL SECTOR DE BELLAVISTA ALTA Y OTROS SECTORES","2018-03-28 11:00:00","PRECIPITACIONES - LLUVIA"," ","COEL PROVINCIAL DE ABANCAY Y DIRIGENTES DEL SECTOR","METEOROLOGICOS, OCEANOGRAFICOS","01","01","CERRADO POR : COEN-17 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL COEP CHINCHEROS","1","VEINTISEIS VIVIENDAS DE ADOBE Y DE CONCRETO AFECTADAS  POR LAS FILTRCIONES DE AGUA Y CUYAS PAREDES SE ENCUENTRAN AGRIETADAS Y CON RAJADURAS Y EN ALTO PELIGRO  DE COLAPSAR   POR SER UNA ZONA DE MOVIMIENTOS DE MASA","03","004","CPDCABANCAY03",2018-04-02T00:00:00,4,1,1,0,"APURIMAC","ABANCAY","ABANCAY","03",17,"lluviaIntensa.bmp",2018-04-23T00:00:00,2018-04-02T00:00:00,-72.8793,-13.63688,90221,"POINT (-72.8793 -13.63688000000002)"
SDE.Emergencias_2018.1712,"00092854","INUNDACION EN EL CASERIO DE CALLANAYACU","2018-03-28 12:30:00","INUNDACION"," ","JEFE DE LA OFICINA DISTRITAL DE DEFENSA CIVIL DE CHAZUTA","METEOROLOGICOS, OCEANOGRAFICOS","09","04","CERRADO POR : COEN-05 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DE SAN MARTIN CON CONOCIMIENTO DE LA MUNICIPALIDAD PROVINCIAL DE SAN MARTIN Y DE LA MUNICIPALIDAD DISTRITAL DE CHAZUTA.","1","06 VIVIENDAS INHABITABLE","03","003","CRDCSANMARTIN03",2018-03-29T00:00:00,3,1,2,15,"SAN MARTIN","SAN MARTIN","CHAZUTA","22",16,"inundacion.bmp",2018-04-17T00:00:00,2018-03-29T00:00:00,-75.9251,-6.5752,90192,"POINT (-75.92509999999999 -6.575199999999995)"
SDE.Emergencias_2018.1713,"00093118","LLUVIAS INTENSAS Y VENDAVAL AFECTA EL TECHO DE VIVIENDA EN TOMAYRICA DISTRITO DE PANAO","2018-03-28 14:00:00","VIENTOS FUERTES"," ","EDGAR APOLINARIO MORALES – PLATAFORMA REGIONAL DE DEFENSA CIVIL - HUANUCO","METEOROLOGICOS, OCEANOGRAFICOS","08","01"," ","0","DAÑOS A LA VIDA Y SALUD: 1 FAMILIA DAMNIFICADA, DAÑOS MATERIALES: 1 VIVIENDA LOS TECHOS COLAPSADOS","03","010","CRDCHUANUCO02",2018-04-11T00:00:00,4,1,2,0,"HUÁNUCO","PACHITEA","PANAO","10",23,"vientofuerte.bmp",,2018-04-11T00:00:00,-75.88565,-9.91895,90458,"POINT (-75.88565 -9.918949999999995)"
SDE.Emergencias_2018.1714,"00092855","COLAPSO DE VIVIENDA DEBIDO A LAS LLUVIAS INTENSAS EN EL SECTOR DE CHUA BAJO INDEPENDENCIA HUARAZ","2018-03-28 15:00:00","PRECIPITACIONES - LLUVIA"," ","EVALUADORA DEL CENTRO DE OPERACIONES DE EMERGENCIA DISTRITAL COED","METEOROLOGICOS, OCEANOGRAFICOS","01","05","CERRADO POR : COEN-13 POR : SE ENTREGO AYUDA HUMANITARIA – EMERGENCIA ATENDIDA Y
SE PROCEDE A CERRAR EMERGENCIA .","1","EXISTEN DAÑOS MATERIALES: COLAPSO DE DOS VIVIENDAS DE MATERIAL DE ADOBE (MADERAS, CALAMINAS, ETERNIT, ADOBES), NO HUBO DAÑOS A LOS BIENES MUEBLES POR QUE LOGRARON SACAR TODOS SUS BIENES Y TRASLADARLO A LA ZONA SEGURA DONDE SE LES ARMO CARPAS FAMILIARES","03","004","CDDCINDEPEND-H03",2018-03-29T00:00:00,3,1,2,9,"ANCASH","HUARAZ","INDEPENDENCIA","02",17,"lluviaIntensa.bmp",2018-05-03T00:00:00,2018-03-29T00:00:00,-77.53446,-9.51914,90193,"POINT (-77.53446000000002 -9.519139999999993)"
SDE.Emergencias_2018.2059,"00093277","INTENSAS HELADAS AFECTAN CULTIVOS DE PAPA NATIVA EN EL CENTRO POBLADO DE SAN CRISTÓBAL DE POTAGA, DI","2018-04-18 01:00:00","HELADA"," ","COORDINADOR DEL CENTRO DE OPERACIONES DE EMERGENCIA","METEOROLOGICOS, OCEANOGRAFICOS","01","12"," ","0","LAS INTENSAS HELADAS AFECTARON SIGNIFICATIVAMENTE LOS CULTIVOS DE PAPA NATIVA, DEJANDO 10 AGRICULTORES DAMNIFICADOS.","03","002","CDDCYACUS02",2018-04-18T00:00:00,4,1,1,0,"HUÁNUCO","HUANUCO","YACUS","10",15,"helada.bmp",,2018-04-18T00:00:00,-76.50962886,-9.93766198,90617,"POINT (-76.50962886100001 -9.937661977999994)"
SDE.Emergencias_2018.2060,"00093278","INTENSAS HELADAS AFECTAN CULTIVOS DE PAPA NATIVA EN EL PUEBLO DE SAN LORENZO DE LLAGLLA, DISTRITO DE","2018-04-18 01:00:00","HELADA"," ","COORDINADOR DEL CENTRO DE OPERACIONES DE EMERGENCIA DISTRITAL","METEOROLOGICOS, OCEANOGRAFICOS","01","12"," ","0","LAS INTENSAS HELADAS AFECTARON SIGNIFICATIVAMENTE LOS CULTIVOS DE PAPA NATIVA, DEJANDO 15 AGRICULTORES DAMNIFICADOS.","03","002","CDDCYACUS02",2018-04-18T00:00:00,4,1,1,0,"HUÁNUCO","HUANUCO","YACUS","10",15,"helada.bmp",,2018-04-18T00:00:00,-76.49187886,-9.93028698,90618,"POINT (-76.49187886099998 -9.930286978000027)"
SDE.Emergencias_2018.2061,"00093274","INTENSAS HELADAS AFECTAN CULTIVOS DE PAPA NATIVA EN LA LOCALIDAD DE ACSHACOTO, DISTRITO DE YACUS","2018-04-18 01:00:00","HELADA"," ","COORDINADOR DEL CENTRO DE OPERACIONES DE EMERGENCIA","METEOROLOGICOS, OCEANOGRAFICOS","01","12"," ","0","LAS INTENSAS HELADAS AFECTARON SIGNIFICATIVAMENTE LOS CULTIVOS DE PAPA NATIVA, DEJANDO 05 AGRICULTORES DAMNIFICADOS.","03","002","CDDCYACUS02",2018-04-18T00:00:00,4,1,1,0,"HUÁNUCO","HUANUCO","YACUS","10",15,"helada.bmp",,2018-04-18T00:00:00,-76.50802536,-9.92720685,90614,"POINT (-76.50802536100002 -9.927206852999973)"
SDE.Emergencias_2018.2062,"00093276","INTENSAS HELADAS AFECTAN CULTIVOS DE PAPA NATIVA EN EL PUEBLO DE PIRURO CARPISH, DISTRITO DE YACUS","2018-04-18 01:00:00","HELADA"," ","COORDINADOR DEL CENTRO DE OPERACIONES DE EMERGENCIA","METEOROLOGICOS, OCEANOGRAFICOS","01","12"," ","0","LAS INTENSAS HELADAS AFECTARON SIGNIFICATIVAMENTE LOS CULTIVOS DE PAPA NATIVA, DEJANDO 08 AGRICULTORES DAMNIFICADOS.","03","002","CDDCYACUS02",2018-04-18T00:00:00,4,1,1,0,"HUÁNUCO","HUANUCO","YACUS","10",15,"helada.bmp",,2018-04-18T00:00:00,-76.51914649,-9.9536796,90616,"POINT (-76.51914648600001 -9.953679603000012)"
SDE.Emergencias_2018.2063,"00093272","INTENSAS HELADAS AFECTAN CULTIVOS DE PAPA NATIVA EN LA LOCALIDAD DE RAYANCANCHA, DISTRITO DE YACUS","2018-04-18 01:00:00","HELADA"," ","COORDINADOR DEL CENTRO DE OPERACIONES DE EMERGENCIA","METEOROLOGICOS, OCEANOGRAFICOS","01","12"," ","0","LAS INTENSAS HELADAS AFECTARON SIGNIFICATIVAMENTE LOS CULTIVOS DE PAPA NATIVA, DEJANDO APROXIMADAMENTE 05 AGRICULTORES DAMNIFICADOS.","03","002","CDDCYACUS02",2018-04-18T00:00:00,4,6,2,0,"HUÁNUCO","HUANUCO","YACUS","10",15,"helada.bmp",,2018-04-18T00:00:00,-76.49272074,-9.93688873,90612,"POINT (-76.49272073600002 -9.936888727999985)"
SDE.Emergencias_2018.2064,"00093300","INTENSAS LLUVIAS EN LA LOCALIDAD DE VILCABAMBA","2018-04-18 16:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DE DEFENSA CIVIL DEL DISTRITO DE VILCABAMBA","METEOROLOGICOS, OCEANOGRAFICOS","02","08"," ","0","01 VIVIENDA COLAPSADA","03","004","CDDCDACARRION02",2018-04-19T00:00:00,4,1,1,1,"PASCO","D. A.CARRION","VILCABAMBA","19",17,"lluviaIntensa.bmp",,2018-04-19T00:00:00,-76.44942,-10.47896,90640,"POINT (-76.44941999999998 -10.47895999999997)"
SDE.Emergencias_2018.2065,"00093376","INTENSAS PRECIPITACIONES PLUVIALES EN CP CCOYLLORPANCCA","2018-04-18 16:15:00","PRECIPITACIONES - LLUVIA"," ","JODC DE LA MUNICIPALIDAD DISTRITAL DE PACHAMARCA (RCHM)","METEOROLOGICOS, OCEANOGRAFICOS","05","10","CERRADO POR : COEN-05 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR VENCIMIENTO EN LOS PLAZOS ESTABLECIDOS PARA LA ACTUALIZACIÓN DE LA INFORMACIÓN REGISTRADA EN EL SINPAD, DE ACUERDO A LO DISPUESTO EN LA LEY Nº 29664 &quot;LEY DEL SISTEMA NACIONAL DE GES","1","PUESTO DE SALUD COLAPSADO","03","004","CPDCCHURCAMPA02",2018-04-25T00:00:00,4,1,1,0,"HUANCAVELICA","CHURCAMPA","PACHAMARCA","09",17,"lluviaIntensa.bmp",2018-05-16T00:00:00,2018-04-25T00:00:00,-74.50372,-12.50633,90716,"POINT (-74.50371999999999 -12.50632999999999)"
SDE.Emergencias_2018.1823,"00093092"," PRECIPITACIONES PLUVIALES CAUSA DAÑOS EN EL CP DE PUYACHI JURISDCCIÓN DEL  DISTRITO DE SAURAMA","2018-04-03 20:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO DE SAURAMA VICTOR MEDINA JAUREGUI","METEOROLOGICOS, OCEANOGRAFICOS","11","07"," ","0"," A consecuencia de este evento se produjo la afectaciones de viviendas en un total de 25 familias.","03","004","CRDCAYACUCHO03",2018-04-11T00:00:00,4,1,4,0,"AYACUCHO","VILCAS HUAMAN","SAURAMA","05",17,"lluviaIntensa.bmp",,2018-04-11T00:00:00,-73.81335,-13.67999,90432,"POINT (-73.81335000000001 -13.67998999999998)"
SDE.Emergencias_2018.1824,"00093003","FUERTES LLUVIAS EN EL CASERIO DE QUIVINCHAN","2018-04-03 20:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO -  JUAN SAENZ TAFUR","METEOROLOGICOS, OCEANOGRAFICOS","01","12"," ","0","UN PUENTE CARROSABLE, QUEDANDO INTRANSITABLE E INSERVIBLE, AFECTANDO A APROXIMADAMENTE A  2000 PERSONAS","03","004","CDDCSANJUAN-CAJ04",2018-04-06T00:00:00,4,4,1,0,"CAJAMARCA","CAJAMARCA","SAN JUAN","06",17,"lluviaIntensa.bmp",,2018-04-06T00:00:00,-78.52464,-7.27237,90342,"POINT (-78.52463999999998 -7.272370000000024)"
SDE.Emergencias_2018.1825,"00092932","LLUVIAS TORRENCIALES ORGINO DESLIZAMIENTO Y  AFECTA AL CENTRO EDUCATIVO JARDIN DE NIÑOS  N° 082","2018-04-03 22:45:00","PRECIPITACIONES - LLUVIA"," ","HERNAN LOPEZ HERRERA  JEFE DE  DEFENSA CIVIL DE  M.P.POMABAMBA","METEOROLOGICOS, OCEANOGRAFICOS","16","01"," ","0"," debido a las lluvias  torrenciales que ASOTAN A LA PROVINCIA DE POMABAMBA  PRODUCIENDOCE  DESLIZAMIENTO  DE TIERRAS   PRODUCIENDO DAÑOS DE  COLAPSO DE CERCO PERIMETRICO, COLAPSO DE  PATIO RECREATIVO   DE INSTITUCION EDUCTIVA n°082 DE GUESHAJ-POMABAMBA","03","004","CPDCPOMABAMBA03",2018-04-04T00:00:00,4,1,1,0,"ANCASH","POMABAMBA","POMABAMBA","02",17,"lluviaIntensa.bmp",,2018-04-04T00:00:00,-77.48249,-8.81221,90270,"POINT (-77.48248999999998 -8.812209999999993)"
SDE.Emergencias_2018.1826,"00093229","LLUVIAS EN EL DISTRITO DE ZAÑA","2018-04-04 03:30:00","PRECIPITACIONES - LLUVIA"," ","CRUZ JORGE OLANO TARRILLO JEFE DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","01","15"," ","0","AFECTACIÓN DE AREAS DE CULTIVO Y AFECTACIÓN A LAS PERSONAS POR NO PODER INGRESAR AL C.P LA OTRA BANDA.","03","004","CRDCLAMBAYEQUE02",2018-04-17T00:00:00,4,1,1,1,"LAMBAYEQUE","CHICLAYO","SAÑA","14",17,"lluviaIntensa.bmp",,2018-04-17T00:00:00,-79.5862,-6.9237,90569,"POINT (-79.58620000000002 -6.923699999999997)"
SDE.Emergencias_2018.1827,"00093168","INTENSAS NEVADAS EN LA LOCALIDAD DE GORGORIN","2018-04-04 04:00:00","PRECIPITACIONES - NEVADA"," ","COORDINADORA DE PREVAED UGEL-DAC","METEOROLOGICOS, OCEANOGRAFICOS","02","02"," ","0","UNA I.E.I. AFECTADO","03","006","CDDCDACARRION02",2018-04-13T00:00:00,4,1,1,1,"PASCO","D. A.CARRION","CHACAYAN","19",19,"nevada.bmp",,2018-04-13T00:00:00,-76.38669,-10.58071,90508,"POINT (-76.38668999999999 -10.58071000000001)"
SDE.Emergencias_2018.1828,"00093316","NEVADA AFECTA CULTIVOS DE PAPA EN EL DISTRITO DE SAN RAFAEL","2018-04-04 04:00:00","PRECIPITACIONES - NEVADA"," ","EDGAR APOLINARIO MORALES – PLATAFORMA REGIONAL DE DEFENSA CIVIL - HUÁNUCO","METEOROLOGICOS, OCEANOGRAFICOS","02","07"," ","0","DAÑOS A LA PRODUCCIÓN AGRÍCOLA: 91 HA DE CULTIVOS DE PAPA AMARILLA AFECTADOS; 17 HA DE CULTIVOS DE PAPA BLANCA AFECTADOS","03","006","CRDCHUANUCO02",2018-04-20T00:00:00,4,2,1,0,"HUÁNUCO","AMBO","SAN RAFAEL","10",19,"nevada.bmp",,2018-04-20T00:00:00,-76.10239,-10.37131,90656,"POINT (-76.10239000000001 -10.37130999999999)"
SDE.Emergencias_2018.1829,"00093544","FUERTES LLUVIAS","2018-04-04 06:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DE DEFENSA CIVIL – NEISER GARCIA LOPEZ","METEOROLOGICOS, OCEANOGRAFICOS","02","04"," ","0","LOS DAÑOS REGISTRADOS SON:

- (40) VIVENDAS DE MATERIAL (ADOBE, MADERA, CALAMINA, TEJA Y PAJA) RUSTICO DAMNIFICADAS.
- (15) VIVENDAS DE MATERIAL (ADOBE, MADERA, CALAMINA, TEJA Y PAJA) RUSTICO AFECTADAS.
- TROCHAS CARROZABLES Y CAMINOS RURALES AFECTA","03","004","CDDCLAGUNAS-AY02",2018-05-09T00:00:00,5,1,6,0,"PIURA","AYABACA","LAGUNAS","20",17,"lluviaIntensa.bmp",,2018-05-09T00:00:00,-79.84736,-4.79011,91003,"POINT (-79.84735999999998 -4.790110000000027)"
SDE.Emergencias_2018.1830,"00093081","DESLIZAMIENTO OCASIONA AFECTACION EN CARRETERA YACA  CIRCA","2018-04-04 10:00:00","PRECIPITACIONES - LLUVIA"," ","SUBPREFECTO DEL DISTRITO DE CIRCA Y AUTORIDADES COMUNALES","METEOROLOGICOS, OCEANOGRAFICOS","01","03"," ","0","QUEDO AFECTADO 100 METROS LINEALES DE LA CARRETERA EN ELTRAMO DE LA CARRETERA YACA- CIRCA EN EL KILOMETRO 17+280","03","004","CPDCABANCAY03",2018-04-10T00:00:00,4,1,1,1,"APURIMAC","ABANCAY","CIRCA","03",17,"lluviaIntensa.bmp",,2018-04-10T00:00:00,-72.97756,-13.85034,90421,"POINT (-72.97755999999998 -13.85034000000002)"
SDE.Emergencias_2018.1937,"00093659","LLUVIAS INTENAS LUGAR PEDRO RUIZ GALLO DIST JAZAN PORV BONGARA GR AMAZONAS","2018-04-09 18:30:00","PRECIPITACIONES - LLUVIA"," ","SEC TEC DISTRITAL DE DEFENSA CIVIL DE JAZAN","METEOROLOGICOS, OCEANOGRAFICOS","03","07"," ","0","01 VIVIENDA INHABITABLE CONFORMADO CON 03 PERSONAS DAMNIFICADAS","03","004","CRDCAMAZONAS04",2018-05-18T00:00:00,5,1,2,12,"AMAZONAS","BONGARA","JAZAN","01",17,"lluviaIntensa.bmp",,2018-05-18T00:00:00,-77.98146,-5.94779,91118,"POINT (-77.98146000000003 -5.947789999999998)"
